TIPO_CLUSTER,CNAE,CNAE_ESPELHO,SCORE
ADA-002_FULL,119999,119907,0.28539151329280826
ADA-002_FULL,119999,119909,0.28857820174450527
ADA-002_FULL,119999,139304,0.298291104637002
ADA-002_FULL,121101,121101,0.0
ADA-002_FULL,121101,121102,0.2457343184013286
ADA-002_FULL,121102,121102,0.0
ADA-002_FULL,121102,121101,0.2457343184013286
ADA-002_FULL,122900,122900,0.0
ADA-002_FULL,131800,131800,0.0
ADA-002_FULL,131800,133404,0.24992196531659996
ADA-002_FULL,131800,133403,0.2916859636187198
ADA-002_FULL,131800,133407,0.2991640412658008
ADA-002_FULL,132600,132600,0.0
ADA-002_FULL,132600,133411,0.2993147761984167
ADA-002_FULL,133401,133401,0.0
ADA-002_FULL,133401,133403,0.25369870914471304
ADA-002_FULL,133401,135100,0.27395815370409254
ADA-002_FULL,133401,133405,0.28063103901319725
ADA-002_FULL,133401,133411,0.29517448551713427
ADA-002_FULL,133401,133407,0.2959463203280967
ADA-002_FULL,133401,133499,0.29917132350269793
ADA-002_FULL,133402,133402,0.0
ADA-002_FULL,133402,133408,0.2600718434552633
ADA-002_FULL,133402,133406,0.2712647594401005
ADA-002_FULL,133402,133405,0.2796643771771258
ADA-002_FULL,133402,133499,0.28190623857066877
ADA-002_FULL,133402,133403,0.28543783859693816
ADA-002_FULL,133402,133404,0.2864137334858261
ADA-002_FULL,133402,133407,0.29201350842805623
ADA-002_FULL,133402,133409,0.29592794317965554
ADA-002_FULL,133403,133403,0.0
ADA-002_FULL,133403,133409,0.2503905071483671
ADA-002_FULL,133403,133404,0.2529156605109466
ADA-002_FULL,133403,133401,0.25369870914471304
ADA-002_FULL,133403,133407,0.2554950516039206
ADA-002_FULL,133403,133406,0.2641786630011425
ADA-002_FULL,133403,133499,0.2690967273647802
ADA-002_FULL,133403,135100,0.26961421009126246
ADA-002_FULL,133403,133405,0.2745171805426411
ADA-002_FULL,133403,133411,0.2756712401074442
ADA-002_FULL,133403,133402,0.28543783859693816
ADA-002_FULL,133403,133408,0.288031681409557
ADA-002_FULL,133403,131800,0.2916859636187198
ADA-002_FULL,133404,133404,0.0
ADA-002_FULL,133404,133499,0.2251230339429773
ADA-002_FULL,133404,131800,0.24992196531659996
ADA-002_FULL,133404,133403,0.2529156605109466
ADA-002_FULL,133404,133407,0.26173704753269633
ADA-002_FULL,133404,133411,0.262777995912587
ADA-002_FULL,133404,133409,0.2851100424566501
ADA-002_FULL,133404,133402,0.2864137334858261
ADA-002_FULL,133404,133410,0.29902511475461224
ADA-002_FULL,133405,133405,0.0
ADA-002_FULL,133405,133403,0.2745171805426411
ADA-002_FULL,133405,133402,0.2796643771771258
ADA-002_FULL,133405,133401,0.28063103901319725
ADA-002_FULL,133405,135100,0.2889185815680391
ADA-002_FULL,133406,133406,0.0
ADA-002_FULL,133406,133409,0.2638174626416187
ADA-002_FULL,133406,133403,0.2641786630011425
ADA-002_FULL,133406,133402,0.2712647594401005
ADA-002_FULL,133407,133407,0.0
ADA-002_FULL,133407,133408,0.2392906687439209
ADA-002_FULL,133407,133409,0.24499078169789634
ADA-002_FULL,133407,133499,0.2550003337654217
ADA-002_FULL,133407,133403,0.2554950516039206
ADA-002_FULL,133407,133404,0.26173704753269633
ADA-002_FULL,133407,133411,0.2811454160149233
ADA-002_FULL,133407,133410,0.29080055450905024
ADA-002_FULL,133407,133402,0.29201350842805623
ADA-002_FULL,133407,133401,0.2959463203280967
ADA-002_FULL,133407,131800,0.2991640412658008
ADA-002_FULL,133408,133408,0.0
ADA-002_FULL,133408,133407,0.2392906687439209
ADA-002_FULL,133408,133402,0.2600718434552633
ADA-002_FULL,133408,133409,0.2609115386066852
ADA-002_FULL,133408,133410,0.27844042963914895
ADA-002_FULL,133408,116403,0.2858509127311409
ADA-002_FULL,133408,133403,0.288031681409557
ADA-002_FULL,133409,133409,0.0
ADA-002_FULL,133409,133407,0.24499078169789634
ADA-002_FULL,133409,133403,0.2503905071483671
ADA-002_FULL,133409,133408,0.2609115386066852
ADA-002_FULL,133409,133406,0.2638174626416187
ADA-002_FULL,133409,133404,0.2851100424566501
ADA-002_FULL,133409,133499,0.2925011118054811
ADA-002_FULL,133409,133402,0.29592794317965554
ADA-002_FULL,133410,133410,0.0
ADA-002_FULL,133410,133408,0.27844042963914895
ADA-002_FULL,133410,133407,0.29080055450905024
ADA-002_FULL,133410,133499,0.29292794383485643
ADA-002_FULL,133410,133404,0.29902511475461224
ADA-002_FULL,133411,133411,0.0
ADA-002_FULL,133411,133499,0.2601458000719558
ADA-002_FULL,133411,133404,0.262777995912587
ADA-002_FULL,133411,133403,0.2756712401074442
ADA-002_FULL,133411,133407,0.2811454160149233
ADA-002_FULL,133411,133401,0.29517448551713427
ADA-002_FULL,133411,132600,0.2993147761984167
ADA-002_FULL,133499,133499,0.0
ADA-002_FULL,133499,139399,0.21680559309575784
